GSE,CUI,SAB,CODE,STR
GSE1035-GPL548,C0036117,ICD9CM,003.9,Salmonella infection NOS
GSE1035-GPL548,C0036117,ICD9CM,003.9,Salmonella infection, unspecified
GSE1035-GPL548,C0036117,MSH,D012480,Salmonella Infections
GSE10356,C0023890,MSH,D008103,Liver Cirrhosis
GSE10358,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE10362,C0008679,MSH,D002908,Chronic Disease
GSE10362,C0010674,ICD9CM,277.0,Cystic fibrosis
GSE10362,C0010674,MSH,D003550,Cystic Fibrosis
GSE10362,C0024115,MSH,D008171,Lung Diseases
GSE10362,C0033817,MSH,D011552,Pseudomonas Infections
GSE10373,C0032080,MSH,D010935,Plant Diseases
GSE10382,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10389-GPL81,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10389-GPL82,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10389-GPL83,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10392,C0151526,ICD9CM,644.2,Early onset of delivery
GSE10411,C0021364,ICD9CM,606,Infertility, male
GSE10411,C0021364,ICD9CM,606.9,Male infertility NOS
GSE10411,C0021364,ICD9CM,606.9,Male infertility, unspecified
GSE10411,C0021364,MSH,D007248,Infertility, Male
GSE10411,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE10411,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE10411,C0023895,MSH,D008107,Liver Diseases
GSE10412,C0021364,ICD9CM,606,Infertility, male
GSE10412,C0021364,ICD9CM,606.9,Male infertility NOS
GSE10412,C0021364,ICD9CM,606.9,Male infertility, unspecified
GSE10412,C0021364,MSH,D007248,Infertility, Male
GSE10412,C0023895,ICD9CM,573.9,Liver disorder NOS
GSE10412,C0023895,ICD9CM,573.9,Unspecified disorder of liver
GSE10412,C0023895,MSH,D008107,Liver Diseases
GSE10416,C0023860,ICD9CM,027.0,Listeriosis
GSE10416,C0023860,MSH,D008088,Listeriosis
GSE10421,C0282193,MSH,D019190,Iron Overload
GSE10431,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10432,C0001144,MSH,D000152,Acne Vulgaris
GSE10433,C0001144,MSH,D000152,Acne Vulgaris
GSE10434-GPL571,C0001144,MSH,D000152,Acne Vulgaris
GSE10434-GPL8300,C0001144,MSH,D000152,Acne Vulgaris
GSE10442-GPL4,C0023283,MSH,D016773,Leishmaniasis, Cutaneous
GSE10442-GPL6471,C0023283,MSH,D016773,Leishmaniasis, Cutaneous
GSE10452,C0022671,ICD9CM,55.6,Transplant of kidney
GSE10459,C0019189,ICD9CM,571.4,Chronic hepatitis
GSE10459,C0019189,ICD9CM,571.40,Chronic hepatitis NOS
GSE10459,C0019189,ICD9CM,571.40,Chronic hepatitis, unspecified
GSE10459,C0019189,MSH,D006521,Hepatitis, Chronic
GSE10459,C0023890,MSH,D008103,Liver Cirrhosis
GSE10461,C0019189,ICD9CM,571.4,Chronic hepatitis
GSE10461,C0019189,ICD9CM,571.40,Chronic hepatitis NOS
GSE10461,C0019189,ICD9CM,571.40,Chronic hepatitis, unspecified
GSE10461,C0019189,MSH,D006521,Hepatitis, Chronic
GSE10461,C0023890,MSH,D008103,Liver Cirrhosis
GSE10467,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE10474,C0243026,ICD9CM,995.91,Sepsis
GSE10474,C0243026,MSH,D018805,Sepsis
GSE10478,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE10503,C0020615,ICD9CM,251.2,Hypoglycemia NOS
GSE10503,C0020615,ICD9CM,251.2,Hypoglycemia, unspecified
GSE10503,C0020615,MSH,D007003,Hypoglycemia
GSE10508,C0020097,MSH,D015490,HTLV-I Infections
GSE10512,C0001314,MSH,D000208,Acute Disease
GSE10512,C0018133,ICD9CM,279.5,Graft-versus-host disease
GSE10512,C0018133,ICD9CM,279.50,Graft-versus-host disease, unspecified
GSE10512,C0018133,ICD9CM,279.50,Graft-versus-host NOS
GSE10512,C0018133,MSH,D006086,Graft vs Host Disease
GSE10513,C0001314,MSH,D000208,Acute Disease
GSE10513,C0018133,ICD9CM,279.5,Graft-versus-host disease
GSE10513,C0018133,ICD9CM,279.50,Graft-versus-host disease, unspecified
GSE10513,C0018133,ICD9CM,279.50,Graft-versus-host NOS
GSE10513,C0018133,MSH,D006086,Graft vs Host Disease
GSE10528,C0035309,ICD9CM,362.9,Retinal disorder NOS
GSE10528,C0035309,ICD9CM,362.9,Unspecified retinal disorder
GSE10528,C0035309,MSH,D012164,Retinal Diseases
GSE10529-GPL5421,C0038160,MSH,D013203,Staphylococcal Infections
GSE10529-GPL5431,C0038160,MSH,D013203,Staphylococcal Infections
GSE10530,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE10530,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE10530,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE10530,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE10530,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE10532,C0041327,ICD9CM,011,Pulmonary tuberculosis
GSE10532,C0041327,ICD9CM,011.9,Unspecified pulmonary tuberculosis
GSE10532,C0041327,ICD9CM,011.90,Pulmonary TB NOS-unspec
GSE10532,C0041327,ICD9CM,011.90,Pulmonary tuberculosis, unspecified, unspecified
GSE10532,C0041327,MSH,D014397,Tuberculosis, Pulmonary
GSE10533,C0026846,MSH,D009133,Muscular Atrophy
GSE10535,C0035309,ICD9CM,362.9,Retinal disorder NOS
GSE10535,C0035309,ICD9CM,362.9,Unspecified retinal disorder
GSE10535,C0035309,MSH,D012164,Retinal Diseases
GSE10540,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE10540,C0524620,MSH,D024821,Metabolic Syndrome X
GSE10541,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10547,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE1055,C0003493,MSH,D001018,Aortic Diseases
GSE10555,C0013720,ICD9CM,756.83,Ehlers-Danlos syndrome
GSE10555,C0013720,MSH,D004535,Ehlers-Danlos Syndrome
GSE10556,C0013720,ICD9CM,756.83,Ehlers-Danlos syndrome
GSE10556,C0013720,MSH,D004535,Ehlers-Danlos Syndrome
GSE10557,C0085215,MSH,D016649,Primary Ovarian Insufficiency
GSE10567,C0036118,MSH,D012481,Salmonella Infections, Animal
GSE10567,C0080151,MSH,D016097,Simian Acquired Immunodeficiency Syndrome
GSE10572-GPL6487,C0001314,MSH,D000208,Acute Disease
GSE10572-GPL6487,C0018133,ICD9CM,279.5,Graft-versus-host disease
GSE10572-GPL6487,C0018133,ICD9CM,279.50,Graft-versus-host disease, unspecified
GSE10572-GPL6487,C0018133,ICD9CM,279.50,Graft-versus-host NOS
GSE10572-GPL6487,C0018133,MSH,D006086,Graft vs Host Disease
GSE10572-GPL6488,C0001314,MSH,D000208,Acute Disease
GSE10572-GPL6488,C0018133,ICD9CM,279.5,Graft-versus-host disease
GSE10572-GPL6488,C0018133,ICD9CM,279.50,Graft-versus-host disease, unspecified
GSE10572-GPL6488,C0018133,ICD9CM,279.50,Graft-versus-host NOS
GSE10572-GPL6488,C0018133,MSH,D006086,Graft vs Host Disease
GSE10575,C0029408,ICD9CM,715.9,Osteoarthrosis, unspecified whether generalized or localized
GSE10575,C0029408,MSH,D010003,Osteoarthritis
GSE10577,C0035309,ICD9CM,362.9,Retinal disorder NOS
GSE10577,C0035309,ICD9CM,362.9,Unspecified retinal disorder
GSE10577,C0035309,MSH,D012164,Retinal Diseases
GSE1058,C0003850,MSH,D001161,Arteriosclerosis
GSE10581,C0020179,ICD9CM,333.4,Huntington's chorea
GSE10581,C0020179,MSH,D006816,Huntington Disease
GSE10586,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE10589,C0009197,MSH,D015834,Cochlear Diseases
GSE10589,C0020676,ICD9CM,244.9,Hypothyroidism NOS
GSE10589,C0020676,ICD9CM,244.9,Unspecified acquired hypothyroidism
GSE10589,C0020676,MSH,D007037,Hypothyroidism
GSE10590,C0004153,ICD9CM,440,Atherosclerosis
GSE10590,C0004153,MSH,D050197,Atherosclerosis
GSE10591,C0002886,MSH,D000748,Anemia, Macrocytic
GSE10592,C0033817,MSH,D011552,Pseudomonas Infections
GSE10594,C0036118,MSH,D012481,Salmonella Infections, Animal
GSE10596-GPL5439,C0011175,ICD9CM,276.51,Dehydration
GSE10596-GPL5439,C0011175,MSH,D003681,Dehydration
GSE10596-GPL5440,C0011175,ICD9CM,276.51,Dehydration
GSE10596-GPL5440,C0011175,MSH,D003681,Dehydration
GSE10598,C0004238,ICD9CM,427.31,Atrial fibrillation
GSE10598,C0039231,ICD9CM,785.0,Tachycardia NOS
GSE10598,C0039231,ICD9CM,785.0,Tachycardia, unspecified
GSE10599,C0026847,ICD9CM,335.1,Spinal muscular atrophy
GSE10599,C0026847,ICD9CM,335.10,Spinal muscl atrophy NOS
GSE10599,C0026847,ICD9CM,335.10,Spinal muscular atrophy, unspecified
GSE10599,C0026847,MSH,D009134,Muscular Atrophy, Spinal
GSE106,C0021361,ICD9CM,628,Infertility, female
GSE106,C0021361,ICD9CM,628.9,Female infertility NOS
GSE106,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE10601,C0022671,ICD9CM,55.6,Transplant of kidney
GSE10604,C0010356,MSH,D003428,Cross Infection
GSE10604,C0029118,MSH,D009894,Opportunistic Infections
GSE10604,C0033817,MSH,D011552,Pseudomonas Infections
GSE10616,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE1062,C0027868,ICD9CM,358,Myoneural disorders
GSE1062,C0027868,ICD9CM,358.9,Myoneural disorders NOS
GSE1062,C0027868,ICD9CM,358.9,Myoneural disorders, unspecified
GSE1062,C0027868,MSH,D009468,Neuromuscular Diseases
GSE10626,C0026846,MSH,D009133,Muscular Atrophy
GSE10627,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE10627,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE1063,C0042875,MSH,D014811,Vitamin E Deficiency
GSE10633,C0042636,MSH,D014735,Vibrio Infections
GSE10634,C0010709,MSH,D003560,Cysts
GSE10634,C0022680,ICD9CM,753.12,Polycystic kidney NOS
GSE10634,C0022680,ICD9CM,753.12,Polycystic kidney, unspecified type
GSE10634,C0022680,MSH,D007690,Polycystic Kidney Diseases
GSE10639,C0028754,ICD9CM,278.00,Obesity NOS
GSE10639,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE10639,C0028754,MSH,D009765,Obesity
GSE10646,C0032080,MSH,D010935,Plant Diseases
GSE10647,C0032080,MSH,D010935,Plant Diseases
GSE10655,C0751967,MSH,D020529,Multiple Sclerosis, Relapsing-Remitting
GSE10658,C0024899,MSH,D008415,Mastocytosis
GSE10667,C0001314,MSH,D000208,Acute Disease
GSE10667,C0013404,ICD9CM,786.05,Shortness of breath
GSE10667,C0034069,MSH,D011658,Pulmonary Fibrosis
GSE10667,C1800706,ICD9CM,516.31,Idiopath pulmon fibrosis
GSE10667,C1800706,ICD9CM,516.31,Idiopathic pulmonary fibrosis
GSE10667,C1800706,MSH,D054990,Idiopathic Pulmonary Fibrosis
GSE10671,C0004153,ICD9CM,440,Atherosclerosis
GSE10671,C0004153,MSH,D050197,Atherosclerosis
GSE10684,C0009319,MSH,D003092,Colitis
GSE10684,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE10695,C0014836,ICD9CM,041.49,E.coli infection NEC/NOS
GSE10695,C0014836,ICD9CM,041.49,Other and unspecified Escherichia coli [E. coli]
GSE10695,C0014836,MSH,D004927,Escherichia coli Infections
GSE10695,C0024895,MSH,D008414,Mastitis, Bovine
GSE107,C0021361,ICD9CM,628,Infertility, female
GSE107,C0021361,ICD9CM,628.9,Female infertility NOS
GSE107,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE10704,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE10704,C0024128,ICD9CM,33.5,Lung transplant
GSE10704,C0024128,ICD9CM,33.50,Lung transplant NOS
GSE10704,C0024128,ICD9CM,33.50,Lung transplantation, not otherwise specified
GSE10714,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE10715,C0021390,MSH,D015212,Inflammatory Bowel Diseases
GSE10726,C0001314,MSH,D000208,Acute Disease
GSE10727,C0001314,MSH,D000208,Acute Disease
GSE10728,C0001314,MSH,D000208,Acute Disease
GSE10730,C0032080,MSH,D010935,Plant Diseases
GSE10733,C0001314,MSH,D000208,Acute Disease
GSE10735,C0006309,ICD9CM,023,Brucellosis
GSE10735,C0006309,ICD9CM,023.9,Brucellosis NOS
GSE10735,C0006309,ICD9CM,023.9,Brucellosis, unspecified
GSE10735,C0006309,MSH,D002006,Brucellosis
GSE10735,C0302362,ICD9CM,023.0,Brucella melitensis
GSE1074-GPL1261,C2985290,MSH,D063647,Fetal Alcohol Spectrum Disorders
GSE1074-GPL560,C2985290,MSH,D063647,Fetal Alcohol Spectrum Disorders
GSE10740,C0009319,MSH,D003092,Colitis
GSE10744,C0795864,MSH,D058496,Smith-Magenis Syndrome
GSE10745,C0016719,ICD9CM,334.0,Friedreich's ataxia
GSE10745,C0016719,MSH,D005621,Friedreich Ataxia
GSE10750,C0010414,ICD9CM,117.5,Cryptococcosis
GSE10750,C0010414,MSH,D003453,Cryptococcosis
GSE10758,C0013080,ICD9CM,758.0,Down's syndrome
GSE10758,C0013080,MSH,D004314,Down Syndrome
GSE10760-GPL96,C0035309,ICD9CM,362.9,Retinal disorder NOS
GSE10760-GPL96,C0035309,ICD9CM,362.9,Unspecified retinal disorder
GSE10760-GPL96,C0035309,MSH,D012164,Retinal Diseases
GSE10760-GPL96,C0238288,MSH,D020391,Muscular Dystrophy, Facioscapulohumeral
GSE10760-GPL97,C0035309,ICD9CM,362.9,Retinal disorder NOS
GSE10760-GPL97,C0035309,ICD9CM,362.9,Unspecified retinal disorder
GSE10760-GPL97,C0035309,MSH,D012164,Retinal Diseases
GSE10760-GPL97,C0238288,MSH,D020391,Muscular Dystrophy, Facioscapulohumeral
GSE10777,C0036330,ICD9CM,120.1,Schistosoma mansoni
GSE10777,C0036330,ICD9CM,120.1,Schistosomiasis due to schistosoma mansoni
GSE10777,C0036330,MSH,D012555,Schistosomiasis mansoni
GSE10780,C0024881,ICD9CM,85.4,Mastectomy
GSE10784,C0036659,MSH,D012678,Sensation Disorders
GSE10785,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE10785,C0028754,ICD9CM,278.00,Obesity NOS
GSE10785,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE10785,C0028754,MSH,D009765,Obesity
GSE10791,C0009324,ICD9CM,556,Ulcerative colitis
GSE10791,C0009324,ICD9CM,556.9,Ulcerative colitis, unspecified
GSE10791,C0009324,ICD9CM,556.9,Ulceratve colitis unspcf
GSE10791,C0009324,MSH,D003093,Colitis, Ulcerative
GSE10793,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE10798,C0032080,MSH,D010935,Plant Diseases
GSE10799,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE10799,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE108,C0021361,ICD9CM,628,Infertility, female
GSE108,C0021361,ICD9CM,628.9,Female infertility NOS
GSE108,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE1080,C0011860,MSH,D003924,Diabetes Mellitus, Type 2
GSE10801,C0032080,MSH,D010935,Plant Diseases
GSE10805,C0034067,ICD9CM,492,Emphysema
GSE10805,C0034067,MSH,D011656,Pulmonary Emphysema
GSE10805,C0034069,MSH,D011658,Pulmonary Fibrosis
GSE10815,C0004096,ICD9CM,493,Asthma
GSE10815,C0004096,ICD9CM,493.9,Asthma, unspecified
GSE10815,C0004096,MSH,D001249,Asthma
GSE10817,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE10817,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE10817,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE10817,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE10819,C0021361,ICD9CM,628,Infertility, female
GSE10819,C0021361,ICD9CM,628.9,Female infertility NOS
GSE10819,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE10821,C0019829,ICD9CM,201,Hodgkin's disease
GSE10821,C0019829,ICD9CM,201.0,Hodgkin's paragranuloma
GSE10821,C0019829,ICD9CM,201.1,Hodgkin's granuloma
GSE10821,C0019829,ICD9CM,201.2,Hodgkin's sarcoma
GSE10821,C0019829,ICD9CM,201.9,Hodgkin's disease, unspecified type
GSE10822,C0026986,ICD9CM,238.75,Myelodysplastic synd NOS
GSE10822,C0026986,ICD9CM,238.75,Myelodysplastic syndrome, unspecified
GSE10831,C0019829,ICD9CM,201,Hodgkin's disease
GSE10831,C0019829,ICD9CM,201.0,Hodgkin's paragranuloma
GSE10831,C0019829,ICD9CM,201.1,Hodgkin's granuloma
GSE10831,C0019829,ICD9CM,201.2,Hodgkin's sarcoma
GSE10831,C0019829,ICD9CM,201.9,Hodgkin's disease, unspecified type
GSE1084,C0026846,MSH,D009133,Muscular Atrophy
GSE10841,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10841,C0040034,ICD9CM,287.5,Thrombocytopenia NOS
GSE10841,C0040034,ICD9CM,287.5,Thrombocytopenia, unspecified
GSE10841,C0334634,ICD9CM,200.4,Mantle cell lymphoma
GSE10848,C0018800,ICD9CM,429.3,Cardiomegaly
GSE10849,C0018800,ICD9CM,429.3,Cardiomegaly
GSE1085,C0004364,MSH,D001327,Autoimmune Diseases
GSE1085,C0011849,ICD9CM,250,Diabetes mellitus
GSE1085,C0011849,MSH,D003920,Diabetes Mellitus
GSE1085,C0342257,ICD9CM,250.9,Diabetes with unspecified complication
GSE10856,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE10858,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10858,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10859,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10859,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE1086,C0013336,MSH,D004392,Dwarfism
GSE10861-GPL6592,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10861-GPL6592,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10861-GPL6593,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10861-GPL6593,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10861-GPL6606,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10861-GPL6606,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10867,C0017178,MSH,D005767,Gastrointestinal Diseases
GSE1087,C0013336,MSH,D004392,Dwarfism
GSE1088,C0013336,MSH,D004392,Dwarfism
GSE10882,C0005961,ICD9CM,41.00,Bone marrow transplant, not otherwise specified
GSE10882,C0005961,ICD9CM,41.00,Bone marrow trnsplnt NOS
GSE10887,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE1089,C0013336,MSH,D004392,Dwarfism
GSE10891,C0006413,ICD9CM,200.2,Burkitt's tumor or lymphoma
GSE10891,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10896,C0024117,MSH,D029424,Pulmonary Disease, Chronic Obstructive
GSE10897-GPL6610,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE10897-GPL6610,C0041296,MSH,D014376,Tuberculosis
GSE10897-GPL6719,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE10897-GPL6719,C0041296,MSH,D014376,Tuberculosis
GSE109,C0021361,ICD9CM,628,Infertility, female
GSE109,C0021361,ICD9CM,628.9,Female infertility NOS
GSE109,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE10904,C0022658,MSH,D007674,Kidney Diseases
GSE10904,C0751651,MSH,D028361,Mitochondrial Diseases
GSE10906,C0032080,MSH,D010935,Plant Diseases
GSE10908,C0002395,ICD9CM,331.0,Alzheimer's disease
GSE10908,C0002395,MSH,D000544,Alzheimer Disease
GSE10909,C0023467,ICD9CM,205.0,Myeloid leukemia, acute
GSE10912,C0023473,ICD9CM,205.1,Myeloid leukemia, chronic
GSE10913,C0021361,ICD9CM,628,Infertility, female
GSE10913,C0021361,ICD9CM,628.9,Female infertility NOS
GSE10913,C0021361,ICD9CM,628.9,Infertility, female, of unspecified origin
GSE10921,C1800706,ICD9CM,516.31,Idiopath pulmon fibrosis
GSE10921,C1800706,ICD9CM,516.31,Idiopathic pulmonary fibrosis
GSE10921,C1800706,MSH,D054990,Idiopathic Pulmonary Fibrosis
GSE10923,C0013819,ICD9CM,89.14,Electroencephalogram
GSE10923,C0014544,ICD9CM,345.9,Epilepsy, unspecified
GSE10923,C0014544,MSH,D004827,Epilepsy
GSE10924,C0019693,ICD9CM,042,Human immuno virus dis
GSE10924,C0019693,ICD9CM,042,Human immunodeficiency virus [HIV] disease
GSE10924,C0019693,ICD9CM,042-042.99,HUMAN IMMUNODEFICIENCY VIRUS [HIV] INFECTION
GSE10924,C0019693,MSH,D015658,HIV Infections
GSE1093,C0013336,MSH,D004392,Dwarfism
GSE10938,C0004153,ICD9CM,440,Atherosclerosis
GSE10938,C0004153,MSH,D050197,Atherosclerosis
GSE10946,C0028754,ICD9CM,278.00,Obesity NOS
GSE10946,C0028754,ICD9CM,278.00,Obesity, unspecified
GSE10946,C0028754,MSH,D009765,Obesity
GSE10946,C0032460,ICD9CM,256.4,Polycystic ovaries
GSE10946,C0032460,MSH,D011085,Polycystic Ovary Syndrome
GSE10946,C0497406,ICD9CM,278.02,Overweight
GSE10953,C0002736,ICD9CM,335.20,Amyotrophic lateral sclerosis
GSE10953,C0002736,ICD9CM,335.20,Amyotrophic sclerosis
GSE10953,C0002736,MSH,D000690,Amyotrophic Lateral Sclerosis
GSE10956,C0162666,MSH,D017237,Mitochondrial Encephalomyopathies
GSE10956,C0878544,ICD9CM,425,Cardiomyopathy
GSE10956,C0878544,MSH,D009202,Cardiomyopathies
GSE10964-GPL1261,C0206613,MSH,D010253,Respirovirus Infections
GSE10964-GPL339,C0206613,MSH,D010253,Respirovirus Infections
GSE10964-GPL340,C0206613,MSH,D010253,Respirovirus Infections
GSE10965,C0242383,ICD9CM,362.50,Macular degeneration (senile), unspecified
GSE10965,C0242383,ICD9CM,362.50,Macular degeneration NOS
GSE10965,C0242383,MSH,D008268,Macular Degeneration
GSE10974,C0037773,ICD9CM,334.1,Hered spastic paraplegia
GSE10974,C0037773,ICD9CM,334.1,Hereditary spastic paraplegia
GSE10974,C0037773,MSH,D015419,Spastic Paraplegia, Hereditary
GSE11,C0011854,MSH,D003922,Diabetes Mellitus, Type 1
GSE11003,C0040028,ICD9CM,238.71,Essential thrombocythemia
GSE11003,C0040028,ICD9CM,238.71,Essntial thrombocythemia
GSE11003,C0040028,MSH,D013920,Thrombocythemia, Essential
GSE11005,C0851886,MSH,D016720,Pneumocystis Infections
GSE11009,C0032080,MSH,D010935,Plant Diseases
GSE11013,C0004352,ICD9CM,299.0,Autistic disorder
GSE11015,C0012979,MSH,D004283,Dog Diseases
GSE11018,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE11022,C0009319,MSH,D003092,Colitis
GSE11022,C0011991,ICD9CM,787.91,Diarrhea
GSE11035,C0020542,MSH,D006976,Hypertension, Pulmonary
GSE11035,C0032285,MSH,D011014,Pneumonia
GSE11036,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE11038-GPL2005,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE11038-GPL96,C0023434,ICD9CM,204.1,Lymphoid leukemia, chronic
GSE11053,C0022680,ICD9CM,753.12,Polycystic kidney NOS
GSE11053,C0022680,ICD9CM,753.12,Polycystic kidney, unspecified type
GSE11053,C0022680,MSH,D007690,Polycystic Kidney Diseases
GSE11057,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE11057,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE11057,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE11058,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE11058,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE11058,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE11060,C0002895,ICD9CM,282.6,Sickle-cell disease
GSE11060,C0002895,ICD9CM,282.60,Sickle cell disease NOS
GSE11060,C0002895,ICD9CM,282.60,Sickle-cell disease, unspecified
GSE11060,C0002895,MSH,D000755,Anemia, Sickle Cell
GSE11061,C0004153,ICD9CM,440,Atherosclerosis
GSE11061,C0004153,MSH,D050197,Atherosclerosis
GSE11090,C0032080,MSH,D010935,Plant Diseases
GSE11095,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE11095,C0041296,MSH,D014376,Tuberculosis
GSE11096,C0041296,ICD9CM,010-018.99,TUBERCULOSIS
GSE11096,C0041296,MSH,D014376,Tuberculosis
GSE11098-GPL1261,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11098-GPL1261,C0268483,MSH,D020176,Tyrosinemias
GSE11098-GPL1261,C1691228,MSH,D052177,Kidney Diseases, Cystic
GSE11098-GPL339,C0027651,ICD9CM,140-239.99,NEOPLASMS
GSE11098-GPL339,C0268483,MSH,D020176,Tyrosinemias
GSE11098-GPL339,C1691228,MSH,D052177,Kidney Diseases, Cystic
GSE11100,C0006118,ICD9CM,239.6,Brain neoplasm NOS
GSE11100,C0006118,ICD9CM,239.6,Neoplasm of unspecified nature of brain
GSE11103,C0024141,ICD9CM,710.0,Syst lupus erythematosus
GSE11103,C0024141,ICD9CM,710.0,Systemic lupus erythematosus
GSE11103,C0024141,MSH,D008180,Lupus Erythematosus, Systemic
GSE11112,C0001883,MSH,D000402,Airway Obstruction
GSE11112,C0024899,MSH,D008415,Mastocytosis
GSE11112,C0032285,MSH,D011014,Pneumonia
GSE11116,C0015695,MSH,D005234,Fatty Liver
GSE11116,C0271650,MSH,D018149,Glucose Intolerance
GSE11123,C0001314,MSH,D000208,Acute Disease
GSE11123,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE11123,C0524620,MSH,D024821,Metabolic Syndrome X
GSE11125,C0001314,MSH,D000208,Acute Disease
GSE11125,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE11125,C0524620,MSH,D024821,Metabolic Syndrome X
GSE11126-GPL339,C0001314,MSH,D000208,Acute Disease
GSE11126-GPL339,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE11126-GPL339,C0524620,MSH,D024821,Metabolic Syndrome X
GSE11126-GPL8321,C0001314,MSH,D000208,Acute Disease
GSE11126-GPL8321,C0524620,ICD9CM,277.7,Dysmetabolic syndrome x
GSE11126-GPL8321,C0524620,MSH,D024821,Metabolic Syndrome X
GSE11130,C1258104,MSH,D045743,Scleroderma, Diffuse
GSE11135,C0023418,ICD9CM,208,Leukemia of unspecified cell type
GSE11135,C0023418,ICD9CM,208.9,Unspecified leukemia
GSE11138,C0004153,ICD9CM,440,Atherosclerosis
GSE11138,C0004153,MSH,D050197,Atherosclerosis
GSE11139,C0020179,ICD9CM,333.4,Huntington's chorea
GSE11139,C0020179,MSH,D006816,Huntington Disease
GSE11150,C0020655,MSH,D007027,Hypothalamic Diseases
GSE11150,C0027765,ICD9CM,349.9,Cns disorder NOS
GSE11150,C0027765,ICD9CM,349.9,Unspecified disorders of nervous system
GSE11150,C0027765,MSH,D009422,Nervous System Diseases
